asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90
201844,"LLC ""Korus""",RU,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201845,De Agostini Polska Sp. z o.o.,PL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201813,Contrust Solutions S.R.L.,MD,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201815,ItalPetrolCemenTermoTessilFarmoMetalChimica LTD,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201816,Region Kalmar Lan,SE,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201817,VK Tech Kazakhstan LLP,KZ,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201818,InitRD SASU,FR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201819,"Uslugi Internetowe ""MAJESTIC"" MICHALINA SIWEK-MIEKUS, Sklep Odziezowy ""Anna"", SIWEK - TRADE",PL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201820,"JSC ""Khabarovsky airport""",RU,0,STUB: VULNERABLE STABLE,-1.0,2,3,,-1.0,-1.0,-1.0
201821,Betsson Services Ltd,MT,0,STUB: VULNERABLE STABLE,-1.0,2,4,,-1.0,-1.0,-1.0
201822,Buypass AS,NO,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201823,Andrii Kovtun,UA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201855,RAYMOND JAMES INVESTMENT SERVICES LIMITED,GB,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201856,HKL BAUMASCHINEN GmbH,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201857,LiveDns Ltd,IL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201858,"OOO ""MP SST""",RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201859,Ministeries van de Vlaamse Gemeenschap,BE,0,STUB: VULNERABLE STABLE,-1.0,1,3,,-1.0,-1.0,-1.0
201860,MyTelco Ltd,CY,0,STUB: ACTIVE UNSTABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201861,Aleksejs Pinajevs,LV,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201830,Eternity Cloud Limited,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201831,ActivTrades Plc.,GB,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201832,COSIMO Vertriebs und Beratungs GmbH,DE,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201833,Cellact Communication Ltd.,IL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201834,"Supply Frame, Inc.",US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201835,State Institution of the Yamal-Nenets,RU,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201836,Garant-Plus-Inform LLC,UA,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201837,4GVISION AG,CH,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201838,Community Fibre Limited,GB,0,STUB: ACTIVE LOCAL ROV,99.41,0,2,,0.1,99.2,99.7
201871,Tehran Internet Co.,IR,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201872,Redlimtech Limited,CY,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201873,FMO Solutions B.V.,NL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201874,AmurCity ltd.,RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201875,InterRacks B.V.,NL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201876,Madeo Consultant SAS,FR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201877,NETandWORK s.r.l.,IT,0,STUB: ACTIVE LOCAL ROV,96.67,0,3,,8.7,65.2,100.0
201846,Robert Bosch Gesellschaft mit Beschraenkter Haftung,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201847,Elektronica Sistemi Di Muro Mauro E Turcinovic Walter S.n.c.,IT,0,STUB: ACTIVE LOCAL ROV,99.38,0,1,,0.4,98.4,100.0
201848,Trader soft LLC,RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201849,Sensa ehf,IS,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201850,SUPER SPORT d.o.o.,HR,0,STUB: VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
201851,"PJSC ""PIK SPECIALIZED DEVELOPER""",RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201852,Bluindaco S.R.L.,SM,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201853,Sophie Raven Tauchert,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201854,Octopus Telecom Ltd,GB,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201887,SAVACO NV,BE,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201888,Cegal AS,NO,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201889,e-nettet A/S,DK,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201890,"EHS, s.r.o.",SK,0,STUB: ACTIVE UNSTABLE,99.09,1,3,,0.4,98.1,100.0
201891,Nimbus IP Networks BV,NL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201892,CLEAR WHITE TECHNOLOGIES LIMITED,HK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201893,"Pawel Walczuk trading as ""BLUE-DOT"" S.C.",PL,0,STUB: VULNERABLE STABLE,0.0,1,3,,-1.0,-1.0,-1.0
201862,VMhosts Ltd,GB,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201863,Star of Bosphorus Bilgi Teknolojiler San ve Tic A.S.,TR,0,STUB: ACTIVE UNSTABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201864,MINHOCO 84 LIMITED,GB,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201865,Yukhnovskii Institute for Condensed Matter Physics of the National Academy of Sciences of Ukraine,UA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201866,Alblasserdam Yachtbuilding B.V.,NL,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201867,OXAGON LIMITED,GB,0,STUB: PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
201868,PROSOLUCE SAS,FR,0,STUB: VULNERABLE STABLE,-1.0,2,3,,-1.0,-1.0,-1.0
201869,Statens Fastighetsverk,SE,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201870,Bank-now AG,CH,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201903,Evorio Limited,GB,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201904,"Grupa Azoty Zaklady Chemiczne ""Police"" S.A.",PL,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201905,Dspot d.o.o.,SI,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201906,Eesti Post AS,EE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201907,TOV Bitiora,UA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201908,DATALIGHT OU,EE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201909,INTELI TECH DEVELOPMENT SRL,RO,0,STUB: VULNERABLE STABLE,-1.0,3,4,,-1.0,-1.0,-1.0
201878,Stadtwerke Muehlheim am Main GmbH,DE,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201879,VISUALFORMA - Tecnologias de Informacao S.A.,PT,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201880,FIPEK BILISIM ANONIM SIRKETI,TR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201881,JSC Telasi,GE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201882,Marco Sandro Naef,CH,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201883,G-Star Raw C.V.,NL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201884,ISP SUPPORT LLC,AM,0,STUB: VULNERABLE STABLE,0.17,1,1,,-1.0,-1.0,-1.0
201885,Haskolinn i Reykjavik ehf.,IS,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201886,LBBW Asset Management Investmentgesellschaft mbH,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201919,BonPrix S.r.l.,IT,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201920,"Research center ""QUASAR"" Limited company",UA,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201921,"""DIGITAIN"" LLC",AM,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201922,mapnet IT services s.r.o.,CZ,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201923,Concur (France) SAS,FR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201924,ENAHOST s.r.o.,SK,0,STUB: ACTIVE UNSTABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201925,Stowarzyszenie e-Poludnie,PL,0,STUB: ACTIVE UNSTABLE,99.68,3,3,,7.9,63.7,99.6
201894,FLEXIMUS BVBA,BE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201895,EG Norge AS,NO,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201896,MEDIACTIVE 24/7 SARL,FR,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201897,Freeport of Riga,LV,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201898,BlueWave Communications Limited,IM,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201899,Ikt Solutions Ltd,BG,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201900,EAGLE FOOTBALL GROUP SA,FR,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201901,TMP-SYSTEM-SERVICE GmbH,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201902,Bicom Systems Limited,GB,0,STUB: VULNERABLE STABLE,-1.0,2,4,,-1.0,-1.0,-1.0
201935,Skylogic Mediterraneo s.r.l,IT,0,STUB: VULNERABLE STABLE,-1.0,2,4,,-1.0,-1.0,-1.0
201936,REDSTART GROUP HOLDING LTD,SC,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201937,HOLAFIBRA SRL,IT,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201938,Filiago Verwaltungsgesellschaft mbH trading as Filiago GmbH und Co. KG,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201939,Koesio Corporate Technologies,FR,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201940,Stichting Synergos,NL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201941,NHS National Services Scotland,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201910,Pragma Security SASU,FR,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201911,Anders T. Ballegaard,DK,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201912,Glostrup Kommune,DK,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201913,Theorema Telecom Limited,RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201914,RozTech LLC,RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201915,VIRTUAL TELECOM SP. Z O.O.,PL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201916,PS Processing LLC,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201917,Vodafone Group Services GmbH,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201918,VMotion IT Solutions LTD,IE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201951,DIMOCO Europe GmbH,AT,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201952,LTD AtelRybinsk,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201953,Tomasz Gawin trading as Interka Gawin Respondek sp.j.,PL,0,STUB: VULNERABLE STABLE,0.0,1,3,,-1.0,-1.0,-1.0
201954,System Gazociagow Tranzytowych EUROPOL GAZ S.A.,PL,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201955,iquer.net GmbH & Co KG,DE,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201956,"Limited Liability Company ""DEVINO TELECOM""",RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201957,Yoel Martinez Villalba,ES,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201958,ADP GSI FRANCE SAS,FR,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201926,VK DATA ApS,DK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201927,National Agricultural Development Co. (JSC),SA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201928,NETIYI TELEKOMUNIKASYON INTERNET. BILG. HIZ. TIC. SAN. LTD. STI.,TR,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201929,Sip-Telecom LLC,RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201930,VERTALA LTD,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201931,LBnet.cz s.r.o.,CZ,0,STUB: ACTIVE UNSTABLE,100.0,1,2,,0.2,99.2,100.0
201932,GROUPE MONITEUR SAS,FR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201934,HD Internet s.r.o.,CZ,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201967,Erlis Marku,AL,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201968,Mextal B.V.,NL,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201969,ISC F-ROOT LUX1,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201970,LLC Komandor-Holding,RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201971,CreeperHost LTD,GB,0,STUB: VULNERABLE STABLE,-1.0,2,6,,-1.0,-1.0,-1.0
201972,"""Domain names registrar REG.RU"", Ltd",RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201973,European Court of Justice,LU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201974,LIMITED LIABILITY COMPANY CLOUD SOLUTIONS,RU,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201943,HSIEH HUAN-YU,TW,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201944,HaoRan Liu,CN,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201945,FTLINK LTD,RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201946,CORPO VIGILI GIURATI - S.P.A.,IT,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201947,HWG Sababa srl,IT,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201948,ITKOM PE,UA,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201949,Seed Technologies LTD.,GB,0,STUB: VULNERABLE STABLE,-1.0,2,3,,-1.0,-1.0,-1.0
201950,Alexander Bork,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201982,Middle East Payment Services Ltd.,JO,0,STUB: VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
201984,E-Solutions BV,BE,0,STUB: VULNERABLE STABLE,-1.0,1,3,,-1.0,-1.0,-1.0
201985,RETIP Informacijske Storitve d.o.o.,SI,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201987,EOLO Hrvatska d.d.,HR,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201988,VPSPay Networks LTD,GB,0,NOT ROUTED,70.64,0,0,,-1.0,-1.0,-1.0
201989,Datadigest B.V.,NL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201990,Jakub Bartlomiej Osuch trading as Techgroup,PL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
201991,Metsäliitto Osuuskunta,FI,0,STUB: VULNERABLE STABLE,-1.0,1,3,,-1.0,-1.0,-1.0
201959,Data Bank Group UAB,LT,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201960,Gorrissen Federspiel Advokatpartnerselskab,DK,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201961,Wan Again SARL,FR,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201962,Michael Rack,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201963,SCALE IT Service GmbH,DE,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201964,Domainkeskus Oy,FI,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201965,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),NL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201966,OptiKabel Telecom Sp. z o.o.,PL,0,STUB: VULNERABLE STABLE,0.0,2,4,,-1.0,-1.0,-1.0
201999,Fanavari Serverpars Argham Gostar Company Ltd.,IR,0,STUB: VULNERABLE STABLE,-1.0,3,4,,-1.0,-1.0,-1.0
202000,Mezhekov Maksim Alekseevich,RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202002,Jihun Lee,KR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
202003,Avast Software Romania S.R.L.,RO,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
202004,GreenLan Fiber Sp. z o.o. Sp.k.,PL,0,STUB: VULNERABLE STABLE,0.0,1,2,,-1.0,-1.0,-1.0
202005,"Corporacion Alimentaria Guissona, S.A",ES,0,STUB: VULNERABLE STABLE,1.89,2,2,,-1.0,-1.0,-1.0
202006,TELEKOMUNIKACJA SANDOMIERZ SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,PL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202007,KONSULTING I MEDIA Sp. z o.o.,PL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202008,DATEK INSTALLASJON AS,NO,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
201975,Uniscape B.V.,NL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201976,Mercadona S.A,ES,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201977,Miasto Zabrze,PL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201978,Osbil Technology Ltd.,CY,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201979,Aaron Hong,CA,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
201980,Claranet Limited,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201981,Meusburger Georg GmbH & Co KG,AT,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
202015,HZ Hosting Ltd,BG,0,STUB: PASSIVE (Clean Pipe),100.0,0,3,,48.5,0.0,100.0
202016,Dustin NL B.V.,NL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202017,ASM VIGEVANO E LOMELLINA SPA,IT,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
202018,Servinet Sistemas y Comunicacion S.L.,ES,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202019,Eric Kelderman trading as Bodega ICT,NL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202021,"Take-Two Interactive Software, Inc.",US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
202022,Flexyz B.V.,NL,0,STUB: VULNERABLE STABLE,-1.0,3,4,,-1.0,-1.0,-1.0
202023,Scaleway SAS,FR,0,STUB: VULNERABLE STABLE,7.78,1,1,,-1.0,-1.0,-1.0
202024,TELECOMMUNICATIONS AND DIGITAL GOVERNMENT REGULATORY AUTHORITY,AE,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201992,"JSC ""Development Bank of the Republic of Belarus""",BY,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201993,Tilda Publishing Kaz LLC,KZ,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201994,AMETEK Inc.,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
201995,EINDHOVEN FIBER EXCHANGE B.V.,NL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
201996,Sofia Connect EAD,BG,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
201997,MCOM-NET s.r.o.,SK,0,STUB: PASSIVE (Clean Pipe),15.74,0,2,,-1.0,-1.0,-1.0
201998,National Bank of Bahrain,BH,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202032,GOLINE SA,CH,0,STUB: ACTIVE UNSTABLE,-1.0,2,8,,-1.0,-1.0,-1.0
202033,Halk Elektronik Para ve Odeme Hizmetleri Anonim Sirketi,TR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202034,"Qianyun International Technology Co., Limited",HK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202035,Talus Informatik AG,CH,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
202036,EXTREME COMMUNICATIONS TECHNOLOGY LIMITED,HK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202037,ING Hubs B.V.,NL,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202038,Intercity Technology Ltd,GB,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202039,Bjorn Ludvig Langaas Johansen,NO,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
202040,SCT Schiele GmbH,DE,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
202041,Abu Dhabi Media Company PJSC,AE,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
202009,Forais LLC,RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202010,France IX Services SASU,FR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202011,EN+ TELECOM LLC,RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202012,GEANT Vereniging,NL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202013,Mobile Internet Limited,GB,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
202014,GroupIT BV,NL,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202047,BREAK FREE TELECOM SL,ES,0,STUB: VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
202048,Cloud Teknoloji Bilisim Hizmetleri ve Ticaret A.S.,TR,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202049,Encrypted Email Finland Ltd,FI,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
202051,NETGRID HOST LTD,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202052,CTS Group Ltd,GB,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
202054,"GRUPO SYS4NET, S.L.",ES,0,STUB: VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
202055,Qemat Al-Wasat Company,IQ,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
202056,Naquadria S.R.L.,IT,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202057,Moelven Modus AS,NO,0,STUB: VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
202058,Ekaterinburg-2000 LLC,RU,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202025,ONLYCABLE SL,ES,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202026,Ascania Group LLC,UA,0,STUB: VULNERABLE STABLE,-1.0,1,4,,-1.0,-1.0,-1.0
202027,05 COMMUNICATIONS LTD,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202029,Taknet Afzar Aftab PJSC,IR,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
202030,Icelandair ehf,IS,0,STUB: VULNERABLE STABLE,-1.0,1,2,,-1.0,-1.0,-1.0
202031,Sjacob Holding ApS,DK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0
202064,Vargarda Kommun,SE,0,STUB: VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
