asn,name,cc,cone,verdict,apnic_score,dirty,total,atlas_verdict,peers_cloudflare
17593,NDS Coporation,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17594,SMBS,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17595,Korea Institute of Nuclear Safety,KR,0,VULNERABLE (No Coverage),-1.0,1,1,,
17596,PINE ASSET SERVICE,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17597,SK Broadband Co Ltd,KR,0,VULNERABLE (No Coverage),-1.0,1,1,,
17598,LG HelloVision Corp.,KR,0,VULNERABLE (No Coverage),0.0,1,1,,
176,Information Systems and Networks Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1760,Intel Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17600,KOREA RESOURCES RECOVERY AND REUTILIZATION CORPORATION,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17601,KOREA CREDIT GUARANTEE FUND,KR,0,VULNERABLE (No Coverage),-1.0,1,1,,
17585,Public Procurement Service The Republic of Korea,KR,0,VULNERABLE (No Coverage),-1.0,1,1,,
17603,Kum oh National University of Technology (KNUT),KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17573,SK Broadband Co Ltd,KR,0,VULNERABLE (No Coverage),-1.0,1,1,,
17574,Seoul Metropolitan Government Computer Center,KR,0,VULNERABLE (No Coverage),-1.0,4,4,,
17575,Chung-Ang University,KR,0,VULNERABLE (No Coverage),-1.0,1,1,,
17576,National Research Foundation of Korea,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17577,LG HelloVision Corp.,KR,0,VULNERABLE (No Coverage),0.0,1,1,,
17578,CHEJU HALLA UNIVERSITY,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
1758,Air Force Systems Networking,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17580,National Pension Service,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17581,"MIRAE ASSET SECURITIES CO., LTD.",KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17582,Korea Investment Corporation,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17583,Keumgang Cable Network,KR,0,VULNERABLE (No Coverage),0.0,2,2,,
17584,Inchon Metropolitan Office Of Education,KR,0,VULNERABLE (No Coverage),0.0,1,1,,
17602,CRETEC CHEGIM,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
17734,Symbio Networks Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17735,China Ministry of Science and Technology,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17736,SOLSIS (m) SDN BHD,MY,0,VULNERABLE (No Coverage),-1.0,1,1,,
17737,Fusion Technology Solutions Pty Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17738,Agen Biomedical Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17739,"Shanghai Telecom Haplink Network Co., Ltd",CN,0,VULNERABLE (No Coverage),-1.0,2,2,,
1774,Higher Education Authority Network (HEAnet),XX,0,DEAD / INACTIVE,-1.0,0,0,,
17740,DOMAIN FIVE ENTERPRISES LIMITED,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17741,Medical Objects Pty Ltd,AU,0,VULNERABLE (No Coverage),-1.0,2,2,,
17742,Firstel Telecom,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17743,M1 NET LTD,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17744,Telstra Global - Customer AS Number,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17648,Hughes Communications India Private Limited,IN,0,VULNERABLE (No Coverage),-1.0,3,3,,
17746,Two Degrees Mobile Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17749,Trend Micro Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1775,Ford Motor Credit Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17718,Taiwan Network Information center,TW,0,IXP / Peer / Stub,-1.0,0,0,,
1772,Navy Network Information Center (NNIC),US,0,VULNERABLE (No Coverage),-1.0,1,1,,
17720,Treen Technology,AU,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17721,"International Rice Research Institute,",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17722,Butterworths Australia,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17724,Total Access Communication PLC.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17725,Pertamina Hulu Energi ONWJ,ID,0,VULNERABLE (No Coverage),-1.0,1,1,,
17726,Telecom Cambodia,KH,0,PARTIAL (Mixed Feeds),0.0,1,2,,
17728,Mindvision Interactive,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17729,Balaji Teleworks Development Pvt Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17745,Data3 Ltd ISP Services,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17773,"UPNET Technologies Co., Ltd",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17774,"Zhejiang Shiwei Data Technology Co., Ltd.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17775,shanghai science and technology network communication limited company,CN,0,VULNERABLE (No Coverage),0.0,2,2,,
17776,China Enterprise ICT Solutions Limited,CN,0,VULNERABLE (No Coverage),-1.0,1,1,,
17777,China Telecommunications Broadcast Satellite Corp.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17778,"District E, Room 532, Building B, Junyue Building, Taizhou, Zhejiang",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17779,"Zhejiang HuRuan Technology Co., Ltd.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
1778,United States Department of Defense (DoD),XX,0,DEAD / INACTIVE,-1.0,0,0,,
17780,"Beijing International Technology Cooperation Center Co.,Ltd",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17781,XINHUA NEWS AGENCY,CN,0,VULNERABLE (No Coverage),-1.0,3,3,,
17782,"Shijiazhuang Xuding Technology Co., Ltd",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17750,ENERGEX LIMITED,AU,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17768,NextGen.Net Application Service Provider,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17752,The Digital Lab 2007 Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17753,DATA INGENIOUS GLOBAL LIMITED,IN,0,PARTIAL (Mixed Feeds),-1.0,3,4,,
17755,BRIDGEDFS LIMITED,AU,0,VULNERABLE (No Coverage),-1.0,1,1,,
17756,Australia Post,AU,0,VULNERABLE (No Coverage),-1.0,2,2,,
17757,HP Australia,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17758,NCS AU Pty Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17759,CLP Power Hong Kong Limited,HK,0,VULNERABLE (No Coverage),-1.0,1,1,,
1776,WU (Wirtschaftsuniversitaet Wien) - Vienna University of Economics and Business,AT,0,VULNERABLE (No Coverage),-1.0,1,1,,
17761,M1 NET LTD,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17763,Mid Nort Coast Internet,AU,0,VULNERABLE (No Coverage),-1.0,1,1,,
17764,Hong Kong Metropolitan University,HK,0,VULNERABLE (No Coverage),-1.0,3,3,,
17765,Australian Associated Press,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17767,"Shijiazhuang Xuding Technology Co., Ltd",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17751,ASX Operations Pty Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1769,"NCIC No.334, Sec. 1, Sichuan Rd., Banqiao Dist.,",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17691,"NDS Co., Ltd.",JP,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
17693,"YAMATO SYSTEM DEVELOPMENT CO., LTD.",JP,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17694,"Deutsche Bank Group, Japan BGP connection",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17696,"Okinawa Telecommunication Network Co.,Inc",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17655,"Guang Dong Eagle Communications Co., Ltd.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17656,Two Degrees Mobile Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17658,PrimaNet - PT. Khasanah Timur Indonesia,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17659,NewSat Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1766,Exxon Mobil Corporation,US,0,PARTIAL (Mixed Feeds),-1.0,7,9,,
17661,NHN JAPAN Corp.,JP,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17662,NetStar Networks Systems Integrator Sydney Head Office,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17730,Crown Limited Autonomous System,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17664,Cyber Solutions Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17667,Digicom Pty Ltd,AU,0,SECURE (Full Coverage),-1.0,0,1,,
17668,Soul Pattinson Telecommunications Pty Ltd,AU,0,VULNERABLE (No Coverage),-1.0,1,1,,
17669,"ac3, Australian Centre for Advanced Computing and Communications",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17671,PT Jetcoms Netindo,ID,0,VULNERABLE (No Coverage),-1.0,1,1,,
17672,asn for Hebei Provincial Net of CT,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133536,Macy's Merchandising Group International (Hong Kong) Limited,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
133537,Downer New Zealand Limited,NZ,0,VULNERABLE (No Coverage),-1.0,1,1,,
133538,HYPERNODE PTY. LTD.,AU,0,SECURE (Full Coverage),-1.0,0,1,,
133539,Md. Nazmul Islam,XX,0,DEAD / INACTIVE,-1.0,0,0,,
13354,zColo,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
17646,Wave Internet Services Network,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17647,DXC Technology Australia Pty Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17663,KAINGA ORA HOMES AND COMMUNITIES,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17731,The Panaseer ISP network.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17733,Office of Communications & IT,SG,0,VULNERABLE (No Coverage),-1.0,2,2,,
17698,COMMUNITY NETWORK CENTER INCORPORATED.,JP,0,VULNERABLE (No Coverage),0.06,1,1,,
17699,ARTERIA Networks Corporation,JP,0,VULNERABLE (No Coverage),-1.0,1,1,,
177,University of Michigan,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
1770,Ringstad Consulting ENK,NO,0,VULNERABLE (No Coverage),-1.0,1,1,,
17701,Seinan Gakuin University,JP,0,VULNERABLE (No Coverage),-1.0,2,2,,
17706,Airport Authority Hong Kong,HK,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17707,NHN Techorus Corp,JP,0,PARTIAL (Mixed Feeds),-1.0,2,4,,
17708,Stellar Systems Pty Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1771,X.25 Holding AS,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17710,President Information Corp.,TW,0,VULNERABLE (No Coverage),-1.0,2,2,,
17689,"Hokuden Information Technology,Inc.",JP,0,SECURE (Full Coverage),-1.0,0,2,,
17712,National Chung Cheng University,TW,0,IXP / Peer / Stub,-1.0,0,0,,
17713,Ministry of Education Computer Center,TW,0,IXP / Peer / Stub,-1.0,0,0,,
17714,"Chunghwa Telecom Co. , Ltd.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17715,ChungHwa Telecom. Co. Telecommunication Lab.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17716,National Taiwan University,TW,0,VULNERABLE (No Coverage),0.0,1,1,,
17673,"MITSUI KNOWLEDGE INDUSTRY CO., LTD.",JP,0,IXP / Peer / Stub,-1.0,0,0,,
17674,IWNOC25-NET,JP,0,VULNERABLE (No Coverage),-1.0,2,2,,
17677,ARTERIA Networks Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17678,"Gunma Internet Co,.ltd",JP,0,VULNERABLE (No Coverage),-1.0,1,1,,
1768,"NCIC No.334, Sec. 1, Sichuan Rd., Banqiao Dist.,",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17680,SCSK Corporation,JP,0,VULNERABLE (No Coverage),-1.0,1,1,,
17682,296 BROAD NET Com Inc,JP,0,PARTIAL (Mixed Feeds),0.13,1,2,,
17687,National University Corporation Nagoya University,JP,0,VULNERABLE (No Coverage),-1.0,1,1,,
17711,National Dong Hwa University,TW,0,IXP / Peer / Stub,-1.0,0,0,,
17403,"HyperSurf Internet Services, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17405,"Fiserv Solutions, LLC",US,0,SECURE (Full Coverage),-1.0,0,2,,
17406,PSCU INCORPORATED,US,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
17407,"CherryRoad Technologies, Inc.",US,0,VULNERABLE (No Coverage),-1.0,1,1,,
133556,Anycast Holdings Pty Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133557,Netforge Solution Sdn. Bhd.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133558,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133559,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133560,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133561,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133562,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17386,W.W.GRAINGER,US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
17546,"Jigsaw Technology, Sydney",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17388,"Hover Networks, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17389,Information Handling Services,US,0,SECURE (Full Coverage),-1.0,0,1,,
1739,TUT Autonomous System Tampere University of Technology Information Management P.O.Box 527 FIN-33101 Tampere FI,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17390,IBM,US,0,VULNERABLE (No Coverage),0.0,4,4,,
17391,"BMC Software, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17392,Holwell Shuster & Goldberg LLP,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17393,"CMMS Data Group, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17394,"NetApp, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
17395,Mount St. Joseph University,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17396,"Gorrell's Computer Services, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17397,Paysafe,CA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17399,SENCINET LATAM ARGENTINA SA,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17387,AUBIX LLC,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
17424,GEIO ASPAC regional office,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17428,"VNET Group, Inc.",CN,0,VULNERABLE (No Coverage),-1.0,9,9,,
17429,BEIJING GEHUA CATV NETWORK CO.LTD,CN,0,VULNERABLE (No Coverage),-1.0,2,2,,
1743,Verizon Business,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17430,Great Wall Broadband,HK,0,IXP / Peer / Stub,-1.0,0,0,,
17431,Beijing Telecom Development Co.BJ 95795 Dept,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17432,"China Electronic System Technology Co., Ltd",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17434,RESERVE BANK OF AUSTRALIA,AU,0,VULNERABLE (No Coverage),-1.0,2,2,,
133563,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133564,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133565,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133566,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17402,"CenturyLink Communications, LLC",US,0,SECURE (Full Coverage),-1.0,0,1,,
133568,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133569,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
13357,Ampernet Telecomunicações Ltda,BR,0,PARTIAL (Mixed Feeds),0.0,1,3,,
17409,EFTel Pty Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17410,"Anchor House, Hamilton, New Zealand.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17411,Io Global Services Pvt. Limited,AF,0,VULNERABLE (No Coverage),3.29,3,3,,
17412,Internet Exchange Nepal,NP,0,VULNERABLE (No Coverage),-1.0,1,1,,
17413,Dodo Ltd.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17414,Walks Cloud Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17415,Ming Yi Tea Farm,TW,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
17416,"DWINS Digital Service Corp.,",TW,0,VULNERABLE (No Coverage),-1.0,1,1,,
1740,"AT&T Enterprises, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17401,ERTACH S.A.,AR,0,VULNERABLE (No Coverage),-1.0,2,2,,
133567,aBitCool Broadband Beijing Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17366,ARINC INCORPORATED,US,0,SECURE (Full Coverage),-1.0,0,2,,
17367,382 Communications Corporation,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17368,"Towerstream I, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17339,Safelite Glass Corp.,US,0,SECURE (Full Coverage),-1.0,0,3,,
1734,Contra Costa County Regional Occupation Program / Richmond,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17340,"EmailOversight, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
17341,"StorageCraft Technology, LLC",US,0,VULNERABLE (No Coverage),-1.0,1,1,,
17342,Hillsborough Community College,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
17343,South Florida Water Management District,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
17344,Englewood Hospital and Medical Center,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
17345,Microsoft Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17346,"Bitnik, Inc",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17369,Chapman University,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
17348,"FULL SPECTRUM COMMUNICATIONS, INC.",US,0,PARTIAL (Mixed Feeds),-1.0,2,4,,
17349,"Insitu, Inc",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
1735,Fisher Controls Int. Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17350,Moody's Corp.,US,0,PARTIAL (Mixed Feeds),-1.0,6,10,,
17351,THINQ,US,0,SECURE (Full Coverage),-1.0,0,1,,
17352,Application X,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
17321,LHC Group,US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
17322,"Navigy Holdings, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17323,Applied Research Associates,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17324,Yeshiva University,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
17326,Concordia College,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
17327,Texas State Technical College at Waco,US,0,SECURE (Full Coverage),-1.0,0,1,,
17328,The Manufacturers Life Insurance Company,CA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17347,Potomac Electric Power Company,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1737,Raytheon Company,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17370,"McAfee, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17371,Bank of Montreal,CA,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
17372,Bank of Montreal,GB,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17373,Verizon Business,US,0,SECURE (Full Coverage),-1.0,0,1,,
17374,"Wal-Mart Stores, Inc.",US,0,SECURE (Full Coverage),-1.0,0,2,,
17375,"AMERIPRISE FINANCIAL SERVICES, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17376,Laissez Faire City,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17377,Spectra Energy Corporation,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
17379,TIM S.A.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1738,OP Osuuskunta,FI,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
17381,Williams-Sonoma,US,0,PARTIAL (Mixed Feeds),-1.0,4,6,,
17365,City of Fresno,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17383,"SBLI USA life Insurance Company, Inc",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17353,Simcoe County District School Board,CA,0,VULNERABLE (No Coverage),-1.0,1,1,,
17354,DakotaPro.biz,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17355,"Wayzata School District, ISD #284",US,0,VULNERABLE (No Coverage),-1.0,1,1,,
17357,Development Corporation for Israel,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17358,"J2 Global Ventures, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17359,"Charter Communications, Inc",XX,0,DEAD / INACTIVE,-1.0,0,0,,
1736,Marquette University,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17360,Markley Boston LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17361,Automated Securities Clearance LLC,US,0,SECURE (Full Coverage),-1.0,0,1,,
17362,"Nestegg, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17363,FortressITX,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17364,Soka University of America,US,0,SECURE (Full Coverage),-1.0,0,1,,
17382,"HEALTHNOW NEW YORK, INC.",US,0,SECURE (Full Coverage),-1.0,0,2,,
133553,AMAZE360 PTY LTD,AU,0,SECURE (Full Coverage),-1.0,0,1,,
133554,Interactive Pty Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133555,DOORPOST Limited,CN,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17498,Superloop (Cinenet),XX,0,DEAD / INACTIVE,-1.0,0,0,,
175,Air Force Systems Networking,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1750,Hitachi Computer Products Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17500,Reach Networks HK Ltd.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17502,Kuang Shih International Ltd. Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17504,"NRI Netcom, Ltd.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
17505,SoftBank Corp.,JP,0,SECURE (Full Coverage),-1.0,0,2,,
17509,"STARNET Co.,Ltd.",JP,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
17487,Industrial and Commercial Bank,HK,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17423,Sureprep AS,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17490,"3/F,Yi Qing Building,Hua Jing Xin Cheng,Guangzhou",CN,0,VULNERABLE (No Coverage),-1.0,1,1,,
17491,New Zealand Internet Exchange Incorporated,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17493,Amazon Asia-Pacific Resources Private Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17495,BROADBAND WIRELESSS INTERNET SERVICE PROVIDER,IN,0,VULNERABLE (No Coverage),-1.0,1,1,,
17496,Leica Microsystems Biosystems Division Melbourne and Invetech,AU,0,VULNERABLE (No Coverage),-1.0,1,1,,
133541,SIPPE-SG,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
133542,Net Vision,BD,0,VULNERABLE (No Coverage),0.0,1,1,,
133543,"DTAC TriNet Co.,Ltd.",TH,0,VULNERABLE (No Coverage),-1.0,1,1,,
133544,Wisetech Solutions Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133545,"HONG KONG G&S TRADING CO., LIMITED",XX,0,DEAD / INACTIVE,-1.0,0,0,,
133546,Bell Potter Securities Ltd,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
133547,Bit Net Technology,BD,0,VULNERABLE (No Coverage),0.0,1,1,,
133548,RDG Electrical & Communications Solutions Pty Ltd,AU,0,SECURE (Full Coverage),-1.0,0,1,,
1749,National Aeronautics and Space Administration,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17548,ATOS Information Technology (Singapore) Pte Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17549,IDC of NCS in Singapore,XX,0,DEAD / INACTIVE,-1.0,0,0,,
1755,"Svensk Teleutveckling & Produktinnovation, STUPI AB",SE,0,VULNERABLE (No Coverage),-1.0,1,1,,
17550,San Miguel Corporation,PH,0,VULNERABLE (No Coverage),-1.0,2,2,,
17551,Swoop (Anycast Global Backbone),AU,0,VULNERABLE (No Coverage),0.0,1,1,,
17552,True Online,TH,0,VULNERABLE (No Coverage),0.38,1,1,,
17553,Bogor Agricultural University,ID,0,VULNERABLE (No Coverage),-1.0,2,2,,
1751,Lexmark International Inc.,US,0,VULNERABLE (No Coverage),-1.0,3,3,,
17510,"INFORMATION SERVICES INTERNATIONAL - DENTSU, LTD.",JP,0,SECURE (Full Coverage),-1.0,0,2,,
17512,"Japan Airlines Co.,Ltd.",JP,0,SECURE (Full Coverage),-1.0,0,1,,
17513,Kids-way Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17514,Otsuka Corp.,JP,0,PARTIAL (Mixed Feeds),0.0,1,4,,
133552,B.M.S College Of Engineering,IN,0,VULNERABLE (No Coverage),-1.0,1,1,,
17518,Shiojiri City,JP,0,VULNERABLE (No Coverage),-1.0,1,1,,
1752,Used by BT IP networks for Intranet Test and Development,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17523,Aoyama Gakuin University,JP,0,VULNERABLE (No Coverage),-1.0,1,1,,
17529,"STARCAT CABLE NETWORK Co .,LTD.",JP,0,PARTIAL (Mixed Feeds),0.07,1,2,,
1753,Ohio Bell Telephone Co.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17530,"Nihon Network Service Co, .Ltd.",JP,0,VULNERABLE (No Coverage),0.0,1,1,,
17535,Genisyst Pty Ltd,AU,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17536,TVP HOLDING COMPANY-AP,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17537,HKBN JOS Synergy (HK) Limited,HK,0,VULNERABLE (No Coverage),-1.0,2,2,,
17538,PT Circlecom Nusantara Indonesia,ID,0,VULNERABLE (No Coverage),0.32,3,3,,
13355,ANSWER FINANCIAL INC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133550,SHANGHAI ZHONGCHUAN INFORMATION TECHNOLOGY Ltd.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
133551,OriginNet,PK,0,VULNERABLE (No Coverage),1.46,2,2,,
17516,NTT COMWARE CORPORATION,JP,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
17462,Indigo NSW AS Number,XX,0,DEAD / INACTIVE,-1.0,0,0,,
17463,EtherTech Pty Ltd,AU,0,VULNERABLE (No Coverage),-1.0,1,1,,
17464,TM TECHNOLOGY SERVICES SDN. BHD.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
